CIC0,SM1_Dz(Z),GATS1i,NdsCH,NdssC,MLOGP,LC-50
-0.77918,0.650078,-1.071744,-0.378427,-0.563909,0.653591,3.775
1.047326,-0.94634,-0.587344,-0.378427,-0.563909,0.430312,3.599
0.507707,-0.159801,1.154972,-0.378427,1.758219,-0.692366,3.757
0.749742,3.600185,-1.028629,-0.378427,-0.563909,3.074082,3.623
0.468029,-0.94634,-0.549302,-0.378427,-0.563909,0.279598,4.22
1.569752,-1.154061,0.477827,-0.378427,-0.563909,1.482517,5.63
-0.227657,-0.309173,-0.470683,-0.378427,0.597155,-0.732137,3.1
-1.083377,0.839128,-1.160508,-0.378427,0.597155,0.259363,3.298
1.281426,-1.154061,-0.303298,-0.378427,-0.563909,0.890826,4.064
0.571191,-0.159801,0.662964,-0.378427,1.758219,-0.744697,3.691
-0.785793,0.932486,-0.430105,-0.378427,-0.563909,0.225872,4.635
1.048649,0.192625,-0.559447,-0.378427,1.758219,-0.253482,5.472
0.561933,-0.521562,-0.313443,-0.378427,1.758219,0.336814,4.577
0.797355,-0.521562,0.739048,1.273551,0.597155,0.112139,5.147
-0.40224,-0.88099,-1.097105,-0.378427,-0.563909,-0.299533,3.112
0.637321,0.573058,-0.990588,-0.378427,0.597155,0.749881,5.278
0.573836,-1.154061,-0.975371,-0.378427,-0.563909,0.65708,4.891
0.899195,-0.309173,0.285082,-0.378427,0.597155,0.196566,4.32
-0.054397,1.849726,2.506725,-0.378427,-0.563909,0.172843,4.295
-0.349336,-0.94634,-0.899287,-0.378427,-0.563909,-0.19208,3.926
-0.082171,2.874328,-0.627922,-0.378427,1.758219,1.634626,8.207
0.371479,-1.46681,-1.239128,-0.378427,-0.563909,0.617309,4.154
0.912421,-0.88099,0.538694,-0.378427,-0.563909,-0.380472,3.57
0.169122,-0.88099,2.207463,-0.378427,-0.563909,-1.252658,1.812
1.112133,-1.46681,-0.336268,-0.378427,-0.563909,1.619973,5.68
0.075218,-0.694274,0.049223,-0.378427,-0.563909,-1.016819,2.961
-1.394187,1.50897,-1.241664,-0.378427,-0.563909,0.69755,6.72
1.979757,-1.154061,0.640139,-0.378427,-0.563909,1.773478,6.484
0.304027,0.197293,-1.259417,-0.378427,0.597155,1.331105,5.039
-0.636339,0.932486,-0.333732,-0.378427,0.597155,0.754067,4.169
0.207477,1.504302,-0.409816,-0.378427,-0.563909,0.57335,5.393
-0.362562,2.316515,0.52855,-0.378427,-0.563909,0.770116,6.314
0.711387,1.392273,1.383223,-0.378427,-0.563909,-0.038575,5.087
-0.628404,0.748104,-0.364165,-0.378427,-0.563909,-0.118119,2.44
-0.463079,0.743436,-0.615242,1.273551,-0.563909,-0.313488,3.588
-0.332142,1.534643,-0.039542,-0.378427,-0.563909,-0.353958,4.508
0.393963,1.754034,-0.151131,-0.378427,-0.563909,-0.550025,6.018
0.634676,1.754034,-0.110553,-0.378427,-0.563909,-0.317675,4.854
-0.664114,2.251165,0.145595,-0.378427,-0.563909,0.844775,6.023
-1.210346,2.533572,2.057831,-0.378427,-0.563909,0.17354,5.062
1.571074,-0.411867,1.393367,-0.378427,-0.563909,-1.213584,3.463
0.601611,-0.521562,0.315515,1.273551,0.597155,-0.161379,5.018
0.364866,2.234827,-0.972835,2.925529,1.758219,2.26888,7.382
0.884647,0.192625,0.526014,1.273551,2.919283,-0.244411,4.043
0.916389,-0.113122,0.99266,-0.378427,0.597155,-0.180218,4.117
1.206038,0.925484,-0.605097,-0.378427,1.758219,-1.321735,3.838
0.546062,0.801785,2.319052,-0.378427,2.919283,-1.58688,4.244
-2.950883,0.937154,-0.982979,-0.378427,-0.563909,-0.729346,5.558
1.429556,1.581322,0.28001,-0.378427,0.597155,2.139796,4.239
-0.047784,2.127466,-0.17142,-0.378427,-0.563909,1.246678,6.171
-0.945827,0.703759,-1.135147,-0.378427,-0.563909,-0.498392,4.739
-0.209141,0.960493,0.784698,-0.378427,0.597155,0.374492,4.215
0.136057,0.052588,-1.299995,-0.378427,-0.563909,1.460887,5.262
0.634676,1.754034,-0.110553,-0.378427,-0.563909,-0.317675,5.933
0.862163,1.291913,0.837957,-0.378427,-0.563909,0.225872,4.811
1.868658,2.024772,-0.835884,-0.378427,-0.563909,0.98572,5.19
0.911099,0.108603,2.06544,-0.378427,-0.563909,0.29146,3.656
-0.006783,1.417946,-0.980443,-0.378427,-0.563909,1.208999,6.047
1.322426,0.603399,0.396671,-0.378427,-0.563909,1.365295,5.999
1.027487,2.542908,-0.115625,-0.378427,-0.563909,0.738019,4.136
-0.107301,0.895142,0.576736,-0.378427,2.919283,-2.287419,2.069
1.374007,0.311656,1.050991,-0.378427,-0.563909,-0.672829,3.297
-1.234153,0.932486,-1.348181,-0.378427,-0.563909,0.004685,5.303
-0.104656,0.241638,0.480363,-0.378427,-0.563909,-0.273717,2.941
-1.162733,1.606996,-1.327892,-0.378427,-0.563909,1.052006,5.93
-1.423284,0.122607,-1.267025,-0.378427,-0.563909,0.157492,3.696
0.039507,1.172882,-0.977907,-0.378427,1.758219,0.975951,5.86
-0.554338,0.603399,-0.861245,-0.378427,-0.563909,-0.252086,4.119
1.183553,-1.154061,-0.922112,-0.378427,-0.563909,1.356922,6.038
0.637321,2.61526,-0.402207,-0.378427,0.597155,0.834308,4.951
1.696721,-0.136461,0.226751,-0.378427,-0.563909,1.58369,6.213
-0.795051,0.311656,-1.25688,-0.378427,-0.563909,0.510553,3.555
-0.915407,1.567319,0.16842,-0.378427,-0.563909,0.182611,4.739
0.673031,2.146137,0.911504,-0.378427,-0.563909,-0.672829,6.258
-1.394187,1.50897,-1.241664,-0.378427,-0.563909,0.69755,6.784
-0.902181,-0.558905,-1.261953,-0.378427,-0.563909,-0.109048,3.751
1.949337,-1.154061,-0.100409,-0.378427,-0.563909,2.253529,6.569
0.220703,1.051517,-1.188405,-0.378427,-0.563909,2.34633,6.882
-1.470898,0.17162,-0.539158,-0.378427,-0.563909,-2.354403,8.132
-1.342606,0.671084,-0.219606,-0.378427,0.597155,-0.642826,1.153
-1.042376,0.33733,-1.320284,-0.378427,0.597155,0.321463,3.36
-1.220927,0.405014,-1.315211,1.273551,-0.563909,0.481248,4.227
0.966648,-0.94634,-1.246736,-0.378427,-0.563909,1.01991,4.269
-0.77918,0.650078,-1.071744,-0.378427,-0.563909,0.653591,3.782
0.552675,-0.94634,0.703542,1.273551,-0.563909,-0.219292,3.854
1.75227,0.022247,-0.447857,-0.378427,0.597155,1.010141,8.169
0.575159,-0.521562,-0.83842,1.273551,-0.563909,0.603354,5.63
1.125359,-0.694274,-0.039542,-0.378427,-0.563909,0.463106,4.777
0.598966,0.393344,2.94801,2.925529,-0.563909,-1.609207,3.903
0.264349,0.703759,-0.554375,-0.378427,-0.563909,0.413566,5.65
1.10552,-0.94634,0.203926,-0.378427,-0.563909,1.082707,5.159
0.231284,2.01777,-0.037006,-0.378427,-0.563909,1.135736,6.645
0.464061,3.36679,0.084728,-0.378427,-0.563909,1.282961,6.446
-1.006666,-0.94634,0.206462,4.577507,-0.563909,-1.089385,4.865
1.784012,-0.113122,0.16842,2.925529,0.597155,0.664755,5.066
-0.691888,0.927818,-0.516333,-0.378427,0.597155,0.309601,3.895
-1.671932,0.197293,-0.26272,-0.378427,-0.563909,-0.555607,2.056
-0.77918,0.311656,-1.137683,1.273551,-0.563909,-0.710507,3.601
0.424383,0.42602,-0.422496,-0.378427,-0.563909,0.345187,4.257
1.728463,2.062115,-0.627922,-0.378427,1.758219,0.000499,5.002
-0.870439,-0.521562,-0.229751,-0.378427,-0.563909,-1.69224,2.286
-0.879697,-0.393195,-1.279706,1.273551,-0.563909,0.067483,4.96
0.452158,0.150614,0.490508,1.273551,-0.563909,-0.772607,3.598
-0.795051,0.311656,-1.25688,-0.378427,-0.563909,0.510553,3.608
-0.693211,0.42602,-1.208694,1.273551,-0.563909,0.510553,5.277
-0.436627,-0.558905,-0.71415,-0.378427,-0.563909,0.13028,3.513
1.10552,-0.94634,-0.029397,-0.378427,-0.563909,0.274016,3.387
0.929615,-0.94634,-0.100409,-0.378427,0.597155,0.172843,3.141
0.240542,-0.521562,0.799915,-0.378427,1.758219,-0.342096,3.528
1.10552,-0.94634,0.335804,-0.378427,-0.563909,0.274016,3.18
2.160952,-0.521562,-0.265257,1.273551,4.080347,1.765105,5.307
1.885852,-1.46681,-0.224679,-0.378427,0.597155,1.834182,4.302
0.240542,-0.94634,0.427105,1.273551,-0.563909,-0.465597,3.518
0.231284,0.150614,0.366238,-0.378427,1.758219,-0.922623,1.055
-1.238121,1.672346,-1.294922,-0.378427,-0.563909,1.052006,5.752
0.645257,-0.88099,-0.173956,-0.378427,-0.563909,-0.365122,3.086
-0.595339,0.022247,-0.944937,-0.378427,-0.563909,-0.28488,3.521
0.465384,-1.46681,-0.87139,-0.378427,-0.563909,0.802212,3.926
-0.098043,-0.94634,-0.615242,-0.378427,-0.563909,-0.215106,3.168
0.311962,-0.94634,-0.255112,-0.378427,-0.563909,-0.391636,2.692
0.28022,-1.46681,-0.54423,2.925529,-0.563909,0.216801,3.974
-0.77918,0.311656,-0.445321,-0.378427,1.758219,-1.561761,2.715
0.399254,0.192625,-0.148595,-0.378427,2.919283,-0.928205,2.681
0.580449,1.901073,-0.965226,-0.378427,-0.563909,2.830567,7.429
-1.086022,1.417946,-1.178261,-0.378427,0.597155,0.941064,4.424
-1.074119,-0.694274,-0.184101,1.273551,-0.563909,-1.371973,3.815
1.060552,-0.94634,0.6655,-0.378427,0.597155,0.234942,3.662
-2.55675,0.241638,0.165884,-0.378427,0.597155,-1.16823,3.481
-0.945827,0.703759,-1.135147,-0.378427,-0.563909,-0.498392,4.224
-1.146862,-0.309173,1.669805,-0.378427,0.597155,-1.962268,1.231
-0.621791,0.764442,3.336037,-0.378427,-0.563909,-1.392905,1.301
1.286716,0.468031,0.670573,-0.378427,0.597155,0.639637,4.539
0.195574,-1.46681,0.099945,-0.378427,1.758219,0.169354,4.075
2.160952,-0.521562,-0.265257,2.925529,2.919283,1.765105,5.104
-0.873084,2.064449,1.989356,-0.378427,-0.563909,-1.130552,4.513
-0.075558,0.587062,1.043383,-0.378427,2.919283,-1.31406,1.647
1.498331,1.130871,-0.475755,1.273551,1.758219,1.72324,7.64
-0.554338,0.603399,-0.861245,-0.378427,-0.563909,-0.252086,4.912
0.468029,-0.94634,-0.549302,-0.378427,-0.563909,0.279598,4.02
-1.063538,0.463363,-1.099641,-0.378427,-0.563909,-0.155797,5.449
-0.225012,-1.154061,-0.939865,-0.378427,-0.563909,-0.005083,3.42
-0.098043,-0.94634,-0.744584,1.273551,-0.563909,-0.005083,3.36
0.096379,0.801785,-0.097873,-0.378427,1.758219,-0.039971,4.565
-0.556984,-0.521562,-1.059063,-0.378427,0.597155,-0.285578,2.474
-1.218282,1.128537,-1.046382,-0.378427,-0.563909,0.181913,4.798
-0.607242,0.703759,-0.937329,-0.378427,-0.563909,-0.252086,5.007
0.199542,0.311656,-0.090264,-0.378427,1.758219,-0.079045,4.369
1.16636,-1.46681,-0.283009,-0.378427,-0.563909,1.217372,4.938
0.424383,0.42602,-0.361629,-0.378427,-0.563909,0.345187,3.397
-0.533177,-0.159801,-1.163044,-0.378427,0.597155,-0.32535,1.969
0.169122,-0.521562,1.251345,-0.378427,0.597155,-0.513742,2.551
-0.03059,-0.108454,2.580273,-0.378427,-0.563909,-0.364424,3.075
-1.021215,0.470364,-1.000732,-0.378427,-0.563909,0.955019,4.263
-1.665319,0.470364,0.383991,2.925529,-0.563909,-0.019736,5.05
1.019552,-0.332513,0.203926,-0.378427,-0.563909,0.82454,4.61
0.940196,0.42602,-0.21707,-0.378427,-0.563909,0.82454,4.469
-0.751405,0.708427,-0.919576,-0.378427,0.597155,0.292855,4.559
-0.471015,-0.465548,1.515101,-0.378427,-0.563909,-1.079616,2.12
-0.584758,-0.694274,-1.061599,-0.378427,0.597155,-0.568864,2.263
0.372802,1.522974,-0.120698,-0.378427,-0.563909,0.267039,4.963
-0.550371,1.574321,0.307907,-0.378427,-0.563909,-1.070545,4.919
-0.236915,0.612735,2.532086,-0.378427,-0.563909,-0.118119,3.289
0.165154,-0.159801,-0.318515,-0.378427,0.597155,-0.250691,3.379
-0.85589,0.022247,-1.071744,1.273551,-0.563909,-0.348376,4.021
2.621216,-1.154061,1.418729,-0.378427,-0.563909,0.075158,4.77
-1.082054,0.612735,-1.21123,-0.378427,-0.563909,0.432405,4.41
-0.029268,0.699091,0.198854,-0.378427,0.597155,-0.259762,6.148
-0.85589,0.022247,-1.071744,1.273551,-0.563909,-0.348376,4.175
1.641172,-0.309173,0.345949,-0.378427,0.597155,1.46298,5.767
-1.026505,2.316515,0.551375,-0.378427,-0.563909,0.370306,5.677
1.538009,-1.154061,0.924185,-0.378427,-0.563909,-1.676889,3.151
0.223348,1.534643,0.039078,-0.378427,-0.563909,0.079344,5.318
-1.022538,0.23697,0.617314,-0.378427,-0.563909,-0.855639,3.007
0.732548,-0.694274,-0.496044,-0.378427,0.597155,0.300531,3.742
-0.554338,0.603399,-0.861245,-0.378427,-0.563909,-0.252086,5.341
0.833065,2.594255,-0.01418,-0.378427,-0.563909,-1.03496,5.466
-0.12714,-0.94634,0.77709,-0.378427,0.597155,-0.729346,1.999
0.940196,0.42602,-0.21707,-0.378427,-0.563909,0.82454,4.247
0.396609,-0.521562,0.267329,-0.378427,-0.563909,-0.148122,3.874
-0.013396,-0.88099,1.210767,-0.378427,-0.563909,-0.496298,2.983
2.043241,-0.88099,-0.016717,6.229485,2.919283,1.635324,6.483
-1.474866,-0.136461,-0.270329,1.273551,-0.563909,-0.053228,6.064
-0.747437,-0.88099,2.620851,-0.378427,-0.563909,-1.639908,3.884
0.83042,0.192625,0.741584,-0.378427,2.919283,-0.376983,3.66
0.83042,0.192625,0.766945,-0.378427,2.919283,-0.943555,3.423
-0.703792,-0.521562,1.119466,-0.378427,-0.563909,-1.844349,0.242
-0.515983,-0.113122,-0.894215,-0.378427,-0.563909,-0.28488,3.799
2.033983,0.316324,-0.168884,-0.378427,0.597155,2.197012,5.412
1.928175,0.932486,-0.176492,-0.378427,0.597155,2.534024,5.758
-0.945827,0.703759,-1.135147,-0.378427,-0.563909,-0.498392,3.666
0.150606,-0.94634,-0.686253,-0.378427,-0.563909,0.058412,3.751
-0.515983,-0.113122,-0.894215,-0.378427,-0.563909,-0.28488,3.799
0.270962,-1.154061,-0.704006,-0.378427,-0.563909,0.058412,3.21
0.200864,-0.521562,-1.079352,1.273551,2.919283,0.086322,6.195
-0.414143,2.234827,0.148131,-0.378427,-0.563909,1.383437,6.551
-1.238121,1.672346,-1.294922,-0.378427,-0.563909,1.052006,5.352
0.323866,-1.154061,0.881071,-0.378427,-0.563909,-0.628173,2.264
-0.125817,2.036442,-0.430105,-0.378427,-0.563909,1.356224,5.385
-1.021215,0.813454,-1.325356,-0.378427,-0.563909,1.176205,4.762
2.160952,-0.521562,-0.265257,2.925529,1.758219,1.765105,5.541
-0.489531,-0.113122,0.008645,-0.378427,-0.563909,-0.397916,3.025
0.270962,-1.154061,-0.704006,-0.378427,-0.563909,0.058412,3.651
0.360898,-1.154061,-0.265257,1.273551,-0.563909,0.216801,3.569
0.270962,-1.154061,-0.704006,-0.378427,-0.563909,0.058412,3.22
-0.584758,0.026915,-0.904359,-0.378427,-0.563909,0.245409,4.286
0.47861,-0.88099,-0.016717,-0.378427,0.597155,-0.08044,2.745
-0.12714,-0.94634,0.77709,1.273551,-0.563909,-0.729346,4.423
0.240542,-0.94634,0.733976,-0.378427,0.597155,-0.465597,2.369
0.195574,-1.46681,0.099945,6.229485,-0.563909,0.169354,3.614
-0.900859,0.07126,-1.282242,-0.378427,-0.563909,-0.245109,3.727
1.798561,-0.94634,0.61985,-0.378427,0.597155,1.672305,5.741
2.405633,-0.94634,-0.01418,1.273551,0.597155,1.880234,6.384
0.323866,-1.154061,0.881071,-0.378427,-0.563909,-0.628173,2.487
0.694193,1.310585,1.773786,-0.378427,4.080347,-2.419294,3.689
0.573836,-1.154061,-0.572127,-0.378427,-0.563909,0.092602,3.806
-0.19856,-0.94634,1.913273,-0.378427,-0.563909,-0.913552,1.462
1.635881,-0.113122,-0.077584,1.273551,1.758219,0.554511,5.538
0.776194,-0.94634,0.812595,-0.378427,-0.563909,-0.118119,2.853
-0.689243,0.463363,-0.901823,-0.378427,-0.563909,0.090508,5.005
-0.515983,-0.113122,-0.894215,-0.378427,-0.563909,-0.28488,3.483
-0.689243,0.463363,-0.901823,-0.378427,-0.563909,0.090508,3.991
0.55003,-0.694274,-0.305835,1.273551,-0.563909,0.699643,3.812
1.17694,0.150614,0.181101,-0.378427,1.758219,0.32565,4.664
-1.074119,2.465888,-2.276402,-0.378427,-0.563909,1.733706,6.72
-0.843987,1.901073,-0.993124,-0.378427,-0.563909,1.965359,6.006
-1.287057,1.716691,-2.212999,-0.378427,-0.563909,1.451816,5.591
-0.689243,0.463363,-0.901823,-0.378427,-0.563909,0.090508,5.083
-0.903504,0.603399,-1.028629,-0.378427,-0.563909,-0.498392,4.33
1.331684,-0.159801,0.267329,1.273551,-0.563909,0.377283,4.947
0.165154,-0.159801,0.140523,1.273551,-0.563909,-0.60724,3.917
-0.227657,-0.309173,-0.290618,-0.378427,0.597155,-0.732137,3.661
-0.436627,-0.108454,-0.919576,-0.378427,-0.563909,0.245409,3.594
-0.346691,0.463363,-0.74712,-0.378427,-0.563909,0.323556,4.393
-0.607242,0.703759,-0.937329,-0.378427,-0.563909,-0.252086,4.856
-0.154914,0.192625,-0.371774,-0.378427,-0.563909,-0.414662,3.846
1.638527,-0.94634,0.629995,-0.378427,0.597155,1.482517,5.194
-1.540995,1.046849,-1.226447,-0.378427,-0.563909,0.698247,4.63
-0.689243,0.463363,-0.901823,-0.378427,-0.563909,0.090508,3.91
-0.903504,0.603399,-1.028629,-0.378427,-0.563909,-0.498392,3.932
-0.689243,0.463363,-0.901823,-0.378427,-0.563909,0.090508,5.146
-1.042376,-0.113122,-1.239128,-0.378427,-0.563909,-0.348376,3.391
-0.416788,0.311656,-0.480827,-0.378427,0.597155,-0.098582,3.882
-1.042376,-0.113122,-1.239128,-0.378427,-0.563909,-0.348376,3.787
-0.752728,0.192625,-1.079352,-0.378427,0.597155,-0.614218,3.097
-0.510693,-1.154061,-1.094569,-0.378427,-0.563909,-0.420941,3.078
-1.833289,-0.136461,-1.051455,-0.378427,0.597155,-1.692937,2.445
-1.066183,1.705021,2.4839,1.273551,0.597155,-0.602356,4.796
-1.486769,-0.465548,2.549839,-0.378427,-0.563909,-1.757828,1.897
0.203509,0.022247,-0.990588,-0.378427,-0.563909,0.786861,4.906
0.55003,-0.694274,0.262257,4.577507,-0.563909,-0.042762,4.473
0.867453,0.001242,-0.88407,-0.378427,-0.563909,0.841286,3.459
-0.227657,-0.309173,-0.290618,-0.378427,0.597155,-0.732137,2.126
0.11225,-0.309173,2.060368,-0.378427,-0.563909,-1.835278,1.68
-0.158882,0.470364,-0.627922,-0.378427,-0.563909,1.01363,6.652
-0.349336,-0.94634,0.011181,-0.378427,-0.563909,-0.813774,3.131
-1.082054,0.612735,-1.21123,-0.378427,-0.563909,0.432405,4.62
-0.47895,-0.309173,0.477827,-0.378427,0.597155,-1.32941,3.03
-1.142894,0.026915,1.099177,-0.378427,-0.563909,-0.913552,2.072
-0.189302,0.470364,0.919113,-0.378427,-0.563909,0.591492,3.746
-1.330703,1.896405,-1.312675,-0.378427,-0.563909,0.918736,6.087
0.666418,-0.057107,0.566592,-0.378427,-0.563909,0.93618,5.086
0.424383,0.42602,-0.422496,-0.378427,-0.563909,0.345187,4.759
0.31593,-0.88099,0.105017,-0.378427,-0.563909,-0.67562,2.412
0.392641,-0.309173,-0.407279,-0.378427,0.597155,0.078647,4.446
-2.510459,1.217227,-0.82574,-0.378427,0.597155,-0.776793,3.499
0.588385,1.025843,-0.939865,-0.378427,-0.563909,0.299135,3.327
-1.021215,1.515972,-1.00834,-0.378427,-0.563909,1.761616,5.361
-1.162733,1.161212,-1.269561,-0.378427,-0.563909,0.840588,4.737
-0.900859,0.316324,-1.102177,1.273551,-0.563909,0.111441,5.308
-1.162733,1.161212,-1.269561,-0.378427,-0.563909,0.840588,5.001
-1.154797,0.708427,-1.122466,1.273551,-0.563909,0.071669,4.672
-0.554338,0.603399,-0.861245,-0.378427,-0.563909,-0.252086,4.181
-1.259282,-0.94634,1.611474,-0.378427,-0.563909,-1.591764,0.534
0.995745,1.219561,-0.970299,-0.378427,1.758219,0.11772,4.54
0.468029,-0.94634,-0.549302,-0.378427,-0.563909,0.279598,4.093
0.117541,1.044515,-0.944937,-0.378427,0.597155,0.843379,6.077
0.670386,-0.88099,0.675645,-0.378427,-0.563909,-0.584215,4.132
-0.619146,-0.309173,-1.127538,-0.378427,0.597155,-0.608636,3.133
-0.879697,1.030511,-1.147827,1.273551,-0.563909,0.884546,5.251
-1.101893,1.01184,-1.11993,-0.378427,-0.563909,0.246804,4.399
-0.567564,-0.108454,-0.965226,-0.378427,-0.563909,0.403797,4.002
0.240542,-0.94634,0.733976,1.273551,-0.563909,-0.465597,3.757
-1.671932,0.395678,-0.508724,-0.378427,-0.563909,-0.997282,2.569
0.923002,0.801785,-0.894215,-0.378427,0.597155,1.444141,4.828
-1.671932,0.197293,-0.26272,-0.378427,-0.563909,-1.122179,2.319
1.027487,1.128537,0.051759,-0.378427,0.597155,0.952228,4.706
0.575159,-0.521562,-0.83842,1.273551,-0.563909,0.603354,4.632
-0.664114,-0.94634,1.228519,-0.378427,-0.563909,-1.229632,0.778
-1.153475,-0.94634,0.94701,-0.378427,0.597155,-1.330806,0.855
-1.517189,0.001242,0.480363,-0.378427,-0.563909,-1.692937,0.361
-0.937891,2.234827,1.791539,-0.378427,-0.563909,0.82454,5.242
-2.070034,0.292985,-0.369238,-0.378427,0.597155,-1.741082,3.487
-1.142894,-0.694274,3.495813,1.273551,-0.563909,-1.662236,0.841
-2.546169,0.839128,0.49558,-0.378427,0.597155,-1.346156,2.725
1.229844,1.471627,-0.830812,1.273551,1.758219,1.513916,8.604
0.17309,-0.694274,2.121235,-0.378427,0.597155,-0.797028,1.885
0.138702,-1.154061,0.302835,-0.378427,-0.563909,0.092602,2.647
1.113456,-1.154061,0.728903,-0.378427,-0.563909,0.11493,4.396
-0.453821,1.123869,0.995196,-0.378427,-0.563909,-1.270102,2.601
1.272167,-0.94634,0.650284,-0.378427,0.597155,1.082707,4.51
1.430879,-0.94634,1.089033,-0.378427,-0.563909,0.547534,4.703
-1.474866,-0.694274,0.94701,-0.378427,-0.563909,-1.411047,1.777
-1.021215,-0.88099,1.078888,-0.378427,-0.563909,-1.411047,2.458
1.709947,0.311656,2.286083,-0.378427,-0.563909,-0.60724,2.618
0.220703,0.687421,0.059367,-0.378427,-0.563909,-0.584912,2.015
1.40575,-0.521562,-0.534086,1.273551,-0.563909,1.310173,5.842
0.141347,2.46122,-1.317747,-0.378427,-0.563909,1.880234,7.287
1.933466,-0.521562,-0.166348,1.273551,1.758219,1.483215,6.665
0.170445,-0.694274,-0.716686,-0.378427,0.597155,-0.210919,3.009
-0.595339,0.022247,-0.944937,-0.378427,-0.563909,-0.28488,3.513
0.744451,-0.94634,-0.463074,-0.378427,0.597155,0.172843,3.393
1.74698,0.944155,-0.83842,-0.378427,0.597155,1.49089,9.354
-0.554338,0.603399,-0.861245,-0.378427,-0.563909,-0.252086,4.208
1.02881,-0.521562,0.584344,-0.378427,0.597155,0.125396,3.976
0.17838,0.150614,0.046686,1.273551,-0.563909,-0.627475,4.832
-0.283206,0.839128,-0.17142,-0.378427,0.597155,0.674524,4.404
-0.664114,-0.94634,1.228519,-0.378427,-0.563909,-1.229632,1.121
-0.19856,-0.94634,1.043383,-0.378427,-0.563909,-0.913552,1.589
0.181025,-0.94634,0.934329,-0.378427,-0.563909,-0.628173,2.217
-0.414143,-1.46681,-0.955082,-0.378427,-0.563909,0.101672,3.502
-1.929839,1.051517,1.454234,-0.378427,-0.563909,0.081438,3.402
0.721967,0.587062,0.437249,-0.378427,2.919283,-0.111141,4.004
2.988898,-1.154061,1.261489,-0.378427,-0.563909,0.703829,6.04
-0.492176,0.197293,-0.234823,1.273551,-0.563909,0.072367,3.561
0.919034,1.417946,-0.323587,-0.378427,-0.563909,1.50624,7.607
0.632031,1.515972,-0.960154,-0.378427,-0.563909,2.66869,4.862
1.430879,-0.411867,1.824508,-0.378427,-0.563909,-1.487101,1.81
1.860723,-0.94634,0.137987,4.577507,1.758219,1.255749,5.192
0.036862,-0.108454,1.636835,-0.378427,-0.563909,-0.391636,3.046
1.676882,-1.154061,0.6655,-0.378427,-0.563909,1.387623,5.912
0.052733,1.765704,-0.173956,-0.378427,1.758219,-0.760047,4.593
2.166243,-0.94634,-0.009108,-0.378427,-0.563909,1.952102,6.634
0.311962,-0.94634,0.064439,-0.378427,-0.563909,-0.219292,4.804
-0.969634,-1.154061,1.56836,-0.378427,-0.563909,-1.591764,2.3
-2.343811,-1.154061,0.348485,-0.378427,-0.563909,-1.692937,1.399
-1.943065,-0.94634,1.157508,1.273551,-0.563909,-1.692937,3.076
-1.943065,-0.94634,1.294459,-0.378427,-0.563909,-1.865281,2.72
-2.510459,0.470364,0.351021,-0.378427,0.597155,-0.305115,2.856
-2.55675,0.026915,1.018021,-0.378427,0.597155,-1.330806,3.272
0.136057,-1.154061,4.124771,-0.378427,-0.563909,-3.484058,2.375
-0.19856,-0.94634,1.043383,-0.378427,-0.563909,-0.913552,1.063
-2.141454,0.42602,0.049223,-0.378427,-0.563909,-1.067057,2.925
0.240542,-0.94634,0.733976,-0.378427,0.597155,-0.465597,3.061
-1.818741,0.932486,0.553911,-0.378427,0.597155,-0.776793,2.693
-1.410058,1.35493,0.178565,-0.378427,-0.563909,-2.024368,3.828
-1.583318,1.901073,1.550607,-0.378427,-0.563909,0.591492,4.44
-2.386135,1.417946,0.424569,-0.378427,0.597155,-0.776793,1.911
0.043475,2.524236,-0.909432,2.925529,1.758219,2.103513,7.017
-1.021215,0.470364,0.409352,1.273551,-0.563909,0.244013,4.184
0.982519,-0.694274,1.621618,1.273551,-0.563909,-0.096488,3.246
-1.006666,-0.94634,-0.290618,-0.378427,-0.563909,-1.014726,3.841
0.814549,-1.46681,0.206462,2.925529,1.758219,0.648009,4.465
1.018229,-1.154061,-0.409816,-0.378427,-0.563909,0.274016,3.782
-0.351981,-0.465548,-0.298226,-0.378427,-0.563909,-0.722369,2.975
-0.572855,2.234827,-0.744584,-0.378427,4.080347,1.010839,7.591
-0.751405,-0.113122,1.223447,-0.378427,1.758219,-1.988783,0.89
0.749742,-1.46681,-0.83842,6.229485,-0.563909,0.807794,3.407
0.501094,-0.94634,0.860782,-0.378427,-0.563909,-0.364424,2.182
-0.042494,-0.94634,-0.01418,-0.378427,-0.563909,-0.465597,1.906
1.110811,1.172882,0.736512,1.273551,1.758219,0.31309,4.422
-1.082054,0.944155,-0.993124,-0.378427,-0.563909,0.731042,3.693
1.112133,-1.46681,-0.227215,1.273551,0.597155,0.882453,5.689
0.38735,-0.94634,-0.354021,-0.378427,-0.563909,-0.259762,2.686
1.212651,2.79264,0.145595,-0.378427,-0.563909,-1.785738,4.691
2.287922,1.35493,1.710383,-0.378427,-0.563909,0.228663,4.551
0.676999,-0.94634,-0.039542,1.273551,1.758219,-0.113234,2.737
-0.210463,-1.46681,0.016253,1.273551,0.597155,-0.094395,2.953
-0.19856,-0.94634,1.043383,-0.378427,-0.563909,-0.913552,1.691
-1.15612,0.470364,1.185405,-0.378427,-0.563909,0.081438,2.928
-0.308335,-0.88099,1.187942,-0.378427,-0.563909,-1.844349,1.817
-0.19856,-0.94634,1.043383,-0.378427,-0.563909,-0.913552,1.305
